order_id,distance_km,prep_time_min,estimated_travel_time_min,hour_of_day,day_of_week,is_raining,courier_experience,actual_delivery_time_min,promised_eta_min,is_late
8330,5.97,6,8.8,16,0,0,2,19.5,14.8,0
8331,2.71,24,5.4,0,0,0,1,30.9,29.4,0
8332,7.86,22,14.2,21,1,1,1,48.5,41.2,0
8333,1.42,34,3.0,17,3,0,2,35.9,37.0,0
8334,7.22,26,18.3,11,1,0,2,47.9,49.3,0
8335,2.95,32,8.2,9,6,0,2,53.2,40.2,1
8336,8.38,29,14.3,13,5,0,0,60.8,48.3,1
8337,10.02,23,15.2,13,1,0,1,46.9,43.2,0
8338,1.76,33,4.3,11,2,0,2,43.6,42.3,0
8339,5.1,23,9.2,6,2,0,0,45.6,32.2,1
8340,8.94,29,14.7,10,6,0,1,50.0,43.7,0
8341,2.38,18,5.2,5,0,0,2,21.3,23.2,0
8342,7.02,8,14.5,18,3,1,2,40.5,27.5,1
8343,8.23,24,12.2,9,2,0,1,41.6,36.2,0
8344,4.58,10,9.8,12,6,0,2,30.1,24.8,0
8345,10.07,20,22.7,12,5,0,2,47.4,47.7,0
8346,6.37,26,16.7,18,0,0,1,52.6,47.7,0
8347,7.71,31,13.7,4,4,0,1,49.8,44.7,0
8348,2.12,11,4.1,22,1,1,1,33.2,15.1,1
8349,0.77,31,1.1,3,4,0,0,35.3,32.1,0
8350,1.08,12,1.9,13,4,0,1,21.4,18.9,0
8351,10.9,28,25.2,1,3,0,1,60.7,53.2,0
8352,10.65,30,28.8,12,6,0,0,79.0,63.8,1
8353,9.79,24,14.7,8,1,0,0,53.3,38.7,1
8354,2.8,18,4.6,19,3,0,0,43.2,27.6,1
8355,6.54,22,11.7,14,5,1,2,47.9,33.7,1
8356,9.66,16,19.0,13,3,1,1,42.0,40.0,0
8357,8.26,8,22.7,4,3,1,0,44.9,30.7,1
8358,1.83,19,3.3,16,2,1,2,28.9,22.3,0
8359,10.8,5,27.4,13,4,1,1,56.3,37.4,1
8360,2.35,12,3.8,13,3,1,2,33.5,20.8,1
8361,2.48,34,3.7,1,4,0,1,42.3,37.7,0
8362,10.86,7,16.1,8,2,0,1,25.8,23.1,0
8363,6.07,6,16.4,20,4,1,1,44.8,27.4,1
8364,4.79,34,9.6,13,1,1,1,56.1,48.6,0
8365,6.87,26,12.2,21,5,1,2,61.1,43.2,1
8366,11.79,13,23.2,20,0,0,0,51.6,41.2,1
8367,1.88,8,3.2,4,6,0,0,20.1,11.2,0
8368,9.2,20,17.4,6,0,0,2,35.0,37.4,0
8369,4.34,33,11.2,17,1,0,2,43.7,44.2,0
8370,1.85,6,4.6,18,3,0,2,18.5,15.6,0
8371,5.35,34,9.3,14,2,1,1,57.1,43.3,1
8372,6.81,9,10.8,10,0,0,1,21.4,19.8,0
8373,2.87,34,8.1,17,2,0,1,53.3,42.1,1
8374,5.16,8,11.0,21,2,0,1,27.0,24.0,0
8375,7.81,12,18.3,17,3,0,1,34.3,30.3,0
8376,7.13,6,10.5,4,0,1,1,27.4,16.5,1
8377,8.82,18,18.9,7,3,0,0,47.4,36.9,1
8378,10.12,24,19.9,19,1,0,0,58.2,48.9,0
8379,5.21,9,8.6,14,1,1,2,20.6,17.6,0
8380,5.36,5,13.7,9,0,1,1,29.3,18.7,1
8381,6.21,8,13.8,2,2,0,2,19.7,21.8,0
8382,7.01,18,10.5,13,0,0,0,51.1,33.5,1
8383,1.75,20,3.0,17,2,0,1,31.9,23.0,0
8384,4.1,24,7.8,2,6,0,1,39.7,31.8,0
8385,2.48,33,4.3,13,1,0,1,53.9,42.3,1
8386,4.94,15,8.6,4,6,0,1,32.1,23.6,0
8387,11.69,22,26.8,9,4,1,1,63.6,48.8,1
8388,7.2,9,10.6,22,0,0,1,23.1,19.6,0
8389,5.44,15,11.6,2,4,0,2,19.2,26.6,0
8390,7.01,11,14.2,10,5,0,2,30.2,25.2,0
8391,8.19,10,21.1,1,3,1,1,38.7,31.1,0
8392,5.5,9,10.3,9,3,1,2,27.3,19.3,0
8393,5.65,6,10.1,9,1,1,1,32.8,16.1,1
8394,8.57,13,16.3,6,2,0,0,34.5,29.3,0
8395,1.2,6,2.0,14,6,1,1,23.8,8.0,1
8396,6.71,15,14.3,10,1,1,0,39.8,29.3,1
8397,6.79,6,12.2,22,5,0,0,30.7,18.2,1
8398,9.2,16,21.6,15,3,1,1,47.7,37.6,1
8399,11.8,29,17.4,20,0,0,2,55.1,51.4,0
8400,9.65,11,15.8,9,4,0,0,34.8,26.8,0
8401,6.29,7,14.4,15,5,0,0,28.6,21.4,0
8402,2.45,12,6.4,4,6,0,2,21.0,18.4,0
8403,7.27,17,17.8,13,5,1,2,44.5,39.8,0
8404,10.09,24,25.1,19,4,1,1,67.6,54.1,1
8405,11.22,23,18.8,0,2,0,1,42.6,41.8,0
8406,9.99,5,28.3,9,4,1,0,45.4,33.3,1
8407,2.67,32,6.0,4,2,1,1,48.0,38.0,0
8408,8.69,18,17.7,22,4,0,2,41.6,35.7,0
8409,10.62,14,29.5,11,4,0,1,56.3,48.5,0
8410,8.33,32,19.0,11,4,0,2,49.8,56.0,0
8411,8.39,10,13.5,23,3,0,2,28.6,23.5,0
8412,6.25,27,9.6,21,5,0,0,52.1,41.6,1
8413,7.83,34,15.3,18,6,0,2,61.6,54.3,0
8414,3.89,14,6.5,2,5,1,1,36.6,20.5,1
8415,1.52,17,2.4,8,6,0,1,21.1,19.4,0
8416,10.02,21,26.5,13,3,0,0,72.6,52.5,1
8417,11.35,29,17.9,17,6,0,2,51.1,46.9,0
8418,10.35,34,16.1,1,6,0,2,48.7,50.1,0
8419,4.34,21,7.2,23,3,1,2,37.8,28.2,0
8420,1.58,26,3.2,6,2,0,1,37.8,29.2,0
8421,3.72,30,7.0,21,5,0,0,60.6,42.0,1
8422,10.19,22,25.2,14,4,0,1,50.8,47.2,0
8423,8.04,28,13.1,20,4,0,0,51.8,46.1,0
8424,11.62,21,19.3,15,5,1,0,55.7,40.3,1
8425,4.44,21,7.8,9,3,0,0,37.5,28.8,0
8426,6.84,31,10.7,7,4,0,1,50.6,41.7,0
8427,9.59,16,25.3,11,6,0,0,53.0,46.3,0
8428,3.19,10,6.0,19,5,0,2,19.9,21.0,0
8429,11.59,26,25.1,19,3,0,1,61.6,56.1,0
8430,7.31,22,13.1,22,4,1,2,44.2,35.1,0
8431,0.59,21,1.7,19,0,1,2,44.5,27.7,1
8432,0.79,15,1.8,10,2,0,0,20.7,16.8,0
8433,10.65,26,28.0,18,3,0,2,64.7,59.0,0
8434,7.92,19,15.7,8,5,0,2,34.6,34.7,0
8435,9.28,24,13.8,17,0,0,2,45.4,37.8,0
8436,9.52,6,26.0,11,5,0,0,45.5,37.0,0
8437,5.34,32,7.9,21,4,1,2,53.0,44.9,0
8438,9.68,28,16.3,17,2,0,2,46.3,44.3,0
8439,11.28,19,17.1,15,2,0,2,31.9,36.1,0
8440,2.48,10,4.0,13,6,0,1,28.7,19.0,0
8441,9.29,34,18.6,6,1,0,2,48.4,52.6,0
8442,4.04,21,8.0,9,4,1,1,39.4,29.0,1
8443,4.2,18,11.8,9,1,0,2,27.1,29.8,0
8444,5.25,32,10.0,15,0,1,1,58.7,42.0,1
8445,10.43,32,19.8,15,4,0,1,53.5,51.8,0
8446,0.75,12,1.2,18,0,0,2,21.2,18.2,0
8447,5.49,25,10.0,12,1,0,1,50.7,40.0,1
8448,8.32,14,18.5,3,6,0,2,30.8,32.5,0
8449,1.77,6,4.1,21,0,0,2,26.4,15.1,1
8450,9.61,17,15.5,17,6,0,1,41.1,32.5,0
8451,11.33,12,21.5,2,0,0,0,41.4,33.5,0
8452,1.55,21,4.0,7,0,1,0,50.2,25.0,1
8453,2.26,18,3.6,16,3,0,1,21.6,21.6,0
8454,11.7,11,23.9,11,2,0,0,52.1,39.9,1
8455,2.78,18,6.2,18,5,0,0,41.7,29.2,1
8456,1.41,27,3.6,16,1,1,1,51.3,30.6,1
8457,11.45,23,27.4,3,2,0,1,56.0,50.4,0
8458,10.77,23,29.2,5,4,1,1,63.9,52.2,1
8459,8.04,8,13.3,1,2,1,2,29.9,21.3,0
8460,6.84,7,12.1,17,2,0,1,23.6,19.1,0
8461,11.07,24,16.1,7,4,0,1,45.9,40.1,0
8462,8.04,20,19.7,13,3,0,1,44.4,44.7,0
8463,8.07,23,17.6,4,0,0,0,47.8,40.6,0
8464,10.2,15,17.8,2,0,1,1,46.8,32.8,1
8465,8.01,8,14.7,5,3,0,1,23.2,22.7,0
8466,6.29,15,11.6,20,0,0,1,32.9,31.6,0
8467,4.98,24,13.0,22,3,1,1,44.2,37.0,0
8468,6.29,34,17.6,14,1,0,2,46.7,51.6,0
8469,6.51,22,10.8,23,3,0,2,29.7,32.8,0
8470,4.65,17,7.8,2,0,0,0,30.2,24.8,0
8471,5.65,15,15.7,3,4,0,2,31.2,30.7,0
8472,9.72,5,15.2,18,5,1,1,34.8,25.2,0
8473,5.29,10,8.6,19,6,0,2,25.0,23.6,0
8474,0.79,15,1.9,4,6,0,1,19.5,16.9,0
8475,3.75,23,6.8,21,1,0,2,29.4,34.8,0
8476,3.17,22,7.2,10,1,0,0,33.0,29.2,0
8477,9.63,14,15.0,22,1,1,1,42.4,29.0,1
8478,5.67,20,13.8,13,6,0,1,48.0,38.8,0
8479,3.72,11,5.8,16,6,0,2,18.2,16.8,0
8480,9.82,7,16.9,6,3,0,1,31.3,23.9,0
8481,0.72,13,1.7,23,1,0,2,15.4,14.7,0
8482,2.5,10,3.8,16,6,0,1,13.1,13.8,0
8483,10.01,21,15.6,12,3,0,1,48.8,41.6,0
8484,6.83,28,11.9,1,6,0,0,54.9,39.9,1
8485,9.4,10,17.9,15,3,0,2,30.4,27.9,0
8486,10.14,5,17.8,1,1,0,1,25.1,22.8,0
8487,11.33,6,19.4,4,5,0,0,27.5,25.4,0
8488,1.23,11,3.2,17,2,0,2,16.2,14.2,0
8489,9.69,9,19.8,0,1,0,2,33.6,28.8,0
8490,8.65,34,12.8,12,1,0,0,58.2,51.8,0
8491,2.88,12,4.6,8,2,0,2,16.7,16.6,0
8492,11.21,24,29.7,22,5,0,0,65.1,53.7,1
8493,5.15,25,7.9,13,5,0,1,45.7,37.9,0
8494,10.71,12,28.8,6,0,0,1,51.4,40.8,1
8495,7.46,9,12.7,17,3,0,1,32.9,21.7,1
8496,6.56,10,14.0,21,6,1,1,42.6,29.0,1
8497,2.33,31,5.2,4,0,0,1,45.7,36.2,0
8498,11.01,17,21.2,2,2,0,2,43.7,38.2,0
8499,6.9,5,18.3,18,1,0,2,28.8,28.3,0
8500,0.57,24,0.8,5,4,0,1,29.1,24.8,0
8501,0.71,17,1.0,12,2,1,0,40.6,23.0,1
8502,9.44,10,23.0,11,3,0,0,46.4,38.0,0
8503,2.36,9,3.4,1,1,0,1,15.3,12.4,0
8504,7.39,27,10.8,15,6,0,1,44.8,37.8,0
8505,8.33,14,21.2,15,6,0,1,40.9,35.2,0
8506,3.71,6,10.5,3,0,0,2,17.2,16.5,0
8507,7.05,27,13.7,5,5,0,2,37.0,40.7,0
8508,3.26,10,7.0,11,3,0,2,28.5,22.0,0
8509,11.38,34,21.9,2,3,0,1,65.7,55.9,0
8510,10.39,22,19.6,6,5,0,1,44.4,41.6,0
8511,3.81,21,6.2,18,0,0,1,40.7,32.2,0
8512,6.58,26,11.5,5,4,0,0,44.4,37.5,0
8513,6.26,11,11.8,3,0,0,2,26.7,22.8,0
8514,11.54,25,22.0,9,4,0,2,48.5,47.0,0
8515,5.03,10,7.4,15,4,0,1,20.9,17.4,0
8516,6.97,12,15.4,1,1,0,1,25.2,27.4,0
8517,11.18,22,26.8,18,6,0,2,55.5,53.8,0
8518,2.37,16,5.2,16,2,1,2,29.9,21.2,0
8519,6.83,32,10.9,3,5,1,0,55.1,42.9,1
8520,1.72,6,3.8,3,6,0,1,14.2,9.8,0
8521,7.6,7,13.2,20,4,0,1,29.4,25.2,0
8522,4.71,5,9.8,4,1,1,1,25.4,14.8,1
8523,11.63,32,23.8,13,2,0,1,66.7,60.8,0
8524,5.28,17,8.7,21,2,0,1,32.4,30.7,0
8525,2.07,31,5.0,19,2,0,0,42.0,41.0,0
8526,10.09,21,17.8,19,0,0,1,52.0,43.8,0
8527,9.94,30,18.1,14,5,0,1,48.3,48.1,0
8528,8.49,29,13.4,2,5,0,0,53.8,42.4,1
8529,9.11,7,13.6,19,5,0,2,21.0,25.6,0
8530,3.54,33,8.8,15,0,0,2,44.0,41.8,0
8531,7.88,20,17.9,7,3,0,2,45.3,37.9,0
8532,0.94,22,2.4,20,3,0,2,32.7,29.4,0
8533,2.76,12,3.9,0,6,0,2,11.4,15.9,0
8534,11.22,29,19.9,5,5,0,1,49.3,48.9,0
8535,9.0,7,13.3,14,2,0,1,31.4,20.3,1
8536,3.15,8,4.6,21,0,0,1,21.7,17.6,0
8537,1.78,11,2.7,0,1,0,1,19.1,13.7,0
8538,11.41,29,25.7,14,3,0,0,58.7,54.7,0
8539,1.79,29,3.4,21,3,1,1,51.8,37.4,1
8540,3.46,12,8.0,5,3,0,1,20.6,20.0,0
8541,2.6,21,5.2,4,4,1,0,45.4,26.2,1
8542,0.59,17,1.2,14,4,0,1,25.3,18.2,0
8543,4.11,21,6.1,11,5,0,1,40.2,32.1,0
8544,11.7,5,19.7,18,3,1,1,43.8,29.7,1
8545,4.43,18,7.3,5,1,0,0,34.2,25.3,0
8546,6.3,19,10.3,9,6,0,1,32.5,29.3,0
8547,9.08,5,16.8,0,0,0,1,25.4,21.8,0
8548,6.84,24,14.5,9,1,1,2,46.7,38.5,0
8549,9.05,16,14.1,12,6,0,2,37.4,35.1,0
8550,8.11,12,17.2,15,4,1,0,43.2,29.2,1
8551,7.5,28,14.1,3,1,0,1,48.4,42.1,0
8552,7.97,29,19.8,14,0,0,2,53.0,48.8,0
8553,9.69,12,17.4,4,2,0,1,32.4,29.4,0
8554,8.67,32,16.9,6,6,1,2,54.6,48.9,0
8555,9.61,5,14.6,19,6,0,2,22.4,24.6,0
8556,2.17,22,4.8,5,5,0,1,35.2,26.8,0
8557,8.29,26,18.2,9,2,1,2,47.1,44.2,0
8558,8.98,12,22.8,22,4,0,1,37.1,34.8,0
8559,3.95,15,7.6,12,2,0,2,26.5,27.6,0
8560,10.56,26,17.1,15,2,0,0,47.9,43.1,0
8561,4.0,15,6.9,13,6,0,2,31.3,26.9,0
8562,3.3,13,8.7,3,6,0,1,20.7,21.7,0
8563,10.47,24,23.0,14,0,0,1,52.8,47.0,0
8564,3.34,9,7.2,9,4,0,1,19.1,16.2,0
8565,5.28,21,9.4,12,5,0,0,51.0,35.4,1
8566,4.73,13,7.6,1,5,0,1,24.1,20.6,0
8567,10.83,14,15.5,13,6,1,1,49.6,34.5,1
8568,5.74,18,13.1,20,5,1,0,56.5,36.1,1
8569,8.48,26,20.3,16,6,0,2,42.2,46.3,0
8570,9.63,11,19.3,7,2,0,2,29.0,30.3,0
8571,7.72,25,13.2,19,3,0,2,49.2,43.2,0
8572,11.35,15,18.9,8,3,1,0,50.3,33.9,1
8573,9.73,31,15.2,12,0,1,2,61.8,51.2,1
8574,5.1,16,11.1,3,0,0,0,36.8,27.1,0
8575,11.43,17,17.7,9,2,0,2,31.9,34.7,0
8576,6.53,27,11.2,22,5,0,1,45.5,38.2,0
8577,0.76,6,2.1,18,5,0,1,27.7,13.1,1
8578,3.49,30,5.1,7,3,1,2,38.1,35.1,0
8579,7.65,14,17.4,15,1,0,1,36.4,31.4,0
8580,2.3,29,6.1,1,6,0,1,40.4,35.1,0
8581,7.22,16,14.3,22,5,0,2,35.5,30.3,0
8582,4.66,10,8.7,0,6,0,1,26.7,18.7,0
8583,6.65,8,12.9,7,6,0,1,24.6,20.9,0
8584,0.52,29,0.8,12,1,1,1,46.8,34.8,1
8585,10.26,5,26.2,23,3,1,1,48.7,31.2,1
8586,4.66,24,7.3,0,6,0,2,39.1,31.3,0
8587,2.11,23,4.1,7,6,0,1,32.8,27.1,0
8588,5.54,12,14.7,21,3,1,1,43.4,31.7,1
8589,6.09,27,8.8,4,6,0,2,40.6,35.8,0
8590,7.83,16,11.8,9,2,1,1,45.6,27.8,1
8591,6.53,28,14.2,13,6,0,1,63.0,47.2,1
8592,1.0,15,1.9,5,0,1,1,29.8,16.9,1
8593,10.52,28,24.2,6,3,0,1,57.9,52.2,0
8594,5.75,18,10.9,23,0,0,2,32.8,28.9,0
8595,1.39,18,3.2,9,5,0,0,28.0,21.2,0
8596,9.39,30,19.6,8,0,0,1,56.5,49.6,0
8597,8.09,7,18.2,7,6,0,2,25.5,25.2,0
8598,7.97,17,15.7,11,3,1,2,45.2,37.7,0
8599,5.41,6,14.5,1,1,0,1,25.0,20.5,0
8600,5.22,6,9.7,5,4,0,1,22.4,15.7,0
8601,6.67,9,15.6,20,4,0,0,34.7,29.6,0
8602,1.08,27,2.6,14,6,0,1,27.8,29.6,0
8603,3.94,28,8.3,22,2,0,1,44.6,36.3,0
8604,11.86,28,19.6,4,3,1,1,56.1,47.6,0
8605,8.12,34,17.1,12,6,0,1,63.5,56.1,0
8606,5.32,22,8.7,12,2,0,1,47.9,35.7,1
8607,3.06,10,4.4,3,0,1,2,21.4,14.4,0
8608,9.07,19,13.3,14,5,0,1,43.3,32.3,1
8609,3.49,21,8.2,14,5,0,1,36.1,29.2,0
8610,2.37,28,3.5,3,1,1,1,45.4,31.5,1
8611,2.28,19,3.5,8,4,0,2,23.6,22.5,0
8612,8.89,5,24.7,2,0,1,0,48.0,29.7,1
8613,7.89,30,11.4,8,5,0,1,36.8,41.4,0
8614,1.3,22,1.9,19,3,0,0,42.2,28.9,1
8615,1.82,8,3.0,11,2,0,1,26.2,16.0,1
8616,7.79,33,13.9,10,3,0,0,55.1,46.9,0
8617,7.07,18,10.2,15,5,0,1,28.6,28.2,0
8618,8.39,28,20.1,15,6,0,2,49.8,48.1,0
8619,2.55,26,4.1,6,0,0,1,31.8,30.1,0
8620,8.86,13,13.3,9,0,0,0,31.8,26.3,0
8621,11.27,31,21.5,3,6,0,2,53.4,52.5,0
8622,7.41,32,16.3,9,5,0,1,55.7,48.3,0
8623,2.76,33,5.5,4,5,1,1,57.0,38.5,1
8624,8.31,11,12.0,22,4,0,0,27.8,23.0,0
8625,4.45,9,7.3,18,6,0,0,35.1,21.3,1
8626,1.07,21,2.0,20,1,0,1,42.2,28.0,1
8627,3.98,12,10.2,12,1,0,0,32.3,27.2,0
8628,10.91,23,18.4,19,3,0,2,45.5,46.4,0
8629,5.23,25,11.8,0,3,0,1,39.6,36.8,0
8630,10.44,6,15.0,13,5,1,1,40.3,26.0,1
8631,6.35,27,12.0,5,2,0,1,42.6,39.0,0
8632,6.45,8,11.4,10,5,0,0,30.4,19.4,1
8633,0.56,22,0.8,23,1,1,1,26.0,22.8,0
8634,7.83,21,12.8,10,0,0,1,33.0,33.8,0
8635,1.74,5,3.3,8,1,0,0,10.0,8.3,0
8636,6.01,10,11.1,16,1,0,0,35.7,21.1,1
8637,3.49,21,5.2,10,0,1,2,38.9,26.2,1
8638,5.01,17,7.4,7,2,0,1,28.6,24.4,0
8639,6.68,19,12.9,18,4,0,1,44.0,36.9,0
8640,0.67,26,1.4,12,1,1,1,41.6,32.4,0
8641,3.77,25,6.0,15,2,1,2,42.8,31.0,1
8642,11.88,23,29.3,2,3,1,2,60.1,52.3,0
8643,1.16,27,2.4,3,4,0,0,44.2,29.4,1
8644,4.17,31,11.7,11,6,0,0,62.0,47.7,1
8645,4.2,11,6.5,5,4,0,2,18.4,17.5,0
8646,4.86,32,13.2,17,0,0,1,47.2,45.2,0
8647,8.37,19,15.5,7,3,1,2,34.8,34.5,0
8648,3.35,32,4.8,5,3,0,0,38.3,36.8,0
8649,5.79,24,12.5,10,1,0,1,46.9,36.5,1
8650,7.92,16,12.5,18,4,0,0,37.9,33.5,0
8651,4.21,6,10.6,17,6,0,1,22.8,16.6,0
8652,11.41,8,28.9,19,0,0,2,47.5,41.9,0
8653,11.77,23,27.4,12,5,0,2,55.9,55.4,0
8654,1.88,25,3.0,12,1,0,1,44.4,33.0,1
8655,4.45,9,7.8,9,3,0,1,17.9,16.8,0
8656,2.89,32,4.5,16,5,0,2,30.8,36.5,0
8657,2.65,14,5.9,8,0,0,2,28.7,19.9,0
8658,6.15,28,15.0,16,3,0,2,39.2,43.0,0
8659,6.98,28,12.9,15,2,1,1,52.6,40.9,1
8660,5.39,25,14.9,15,0,0,1,45.4,39.9,0
8661,3.63,32,7.0,21,3,1,2,51.9,44.0,0
8662,3.7,29,5.4,17,1,1,1,51.1,34.4,1
8663,11.91,9,20.6,4,1,1,2,31.6,29.6,0
8664,11.12,17,21.1,18,0,0,2,48.1,43.1,0
8665,1.37,22,3.3,3,2,0,2,28.9,25.3,0
8666,8.05,20,15.8,20,0,0,0,49.2,40.8,0
8667,5.75,20,10.6,10,5,0,1,32.6,30.6,0
8668,8.42,10,16.0,6,4,0,1,24.7,26.0,0
8669,7.37,34,13.6,13,5,1,1,59.5,52.6,0
8670,10.73,25,15.6,8,3,0,1,36.1,40.6,0
8671,1.27,29,3.0,1,1,0,2,31.2,32.0,0
8672,4.52,15,9.2,10,0,1,1,28.9,24.2,0
8673,11.83,24,29.4,5,4,0,0,65.7,53.4,1
8674,2.6,13,5.3,5,3,1,1,28.9,18.3,1
8675,1.96,22,5.1,14,1,1,0,41.6,27.1,1
8676,8.88,12,18.7,13,3,1,1,44.8,35.7,0
8677,9.44,32,19.4,7,1,0,0,62.8,51.4,1
8678,8.23,20,13.6,3,3,0,1,36.2,33.6,0
8679,9.43,19,14.1,6,1,0,2,27.7,33.1,0
8680,8.48,21,16.1,10,5,0,1,40.8,37.1,0
8681,2.06,11,3.3,23,4,1,1,26.3,14.3,1
8682,7.49,29,15.2,12,3,0,2,49.8,49.2,0
8683,9.43,13,21.0,7,3,0,0,38.7,34.0,0
8684,10.45,32,26.0,2,5,1,1,63.2,58.0,0
8685,3.33,30,6.8,23,2,0,2,41.4,36.8,0
8686,1.97,14,3.2,5,5,0,0,27.1,17.2,0
8687,9.48,21,16.9,23,6,0,0,45.0,37.9,0
8688,3.45,14,8.1,15,6,0,2,23.8,22.1,0
8689,0.87,9,1.4,17,0,0,0,13.5,10.4,0
8690,9.99,13,26.2,23,5,0,2,39.2,39.2,0
8691,6.32,31,15.6,21,3,0,1,52.1,51.6,0
8692,4.26,14,10.3,21,6,1,1,35.6,29.3,0
8693,0.63,32,1.1,19,0,0,0,52.4,38.1,1
8694,0.91,26,2.0,6,5,0,1,32.8,28.0,0
8695,9.62,18,14.6,20,2,0,1,44.6,37.6,0
8696,6.13,23,16.0,19,4,0,2,53.6,44.0,0
8697,2.22,31,3.3,7,4,0,2,31.4,34.3,0
8698,4.62,7,13.1,2,0,0,1,23.8,20.1,0
8699,2.4,29,3.6,7,2,0,2,34.0,32.6,0
8700,1.8,22,4.5,8,4,0,2,21.7,26.5,0
8701,3.68,34,10.3,17,1,0,1,49.7,44.3,0
8702,6.82,30,15.4,6,5,1,2,53.1,45.4,0
8703,2.92,31,6.2,8,1,0,1,43.0,37.2,0
8704,4.45,6,7.3,7,2,0,1,20.5,13.3,0
8705,6.0,18,9.0,4,5,0,2,30.4,27.0,0
8706,5.33,32,11.0,8,6,0,2,48.1,43.0,0
8707,1.98,13,4.5,13,0,0,2,32.2,22.5,0
8708,0.95,12,2.1,18,4,0,1,23.1,19.1,0
8709,0.91,25,1.4,16,5,0,2,29.2,26.4,0
8710,4.53,14,12.3,14,6,0,1,27.7,26.3,0
8711,8.77,22,17.5,6,3,1,1,54.4,39.5,1
8712,2.01,16,4.7,13,6,0,1,32.3,25.7,0
8713,9.55,18,20.1,23,3,0,2,42.9,38.1,0
8714,8.73,9,19.8,9,3,0,2,29.7,28.8,0
8715,0.55,30,0.9,17,6,0,1,36.1,30.9,0
8716,0.81,7,1.8,2,5,0,1,19.7,8.8,1
8717,2.74,10,4.1,3,5,0,1,17.8,14.1,0
8718,1.15,12,1.9,6,5,0,1,16.3,13.9,0
8719,6.61,13,14.6,11,4,0,1,37.3,32.6,0
8720,0.96,5,2.6,0,4,1,1,16.1,7.6,0
8721,9.73,33,23.7,18,4,0,1,75.2,61.7,1
8722,6.17,22,11.6,10,0,0,2,34.2,33.6,0
8723,8.87,19,13.9,8,3,0,2,32.1,32.9,0
8724,9.13,9,18.9,1,3,0,1,32.2,27.9,0
8725,6.33,24,12.9,13,5,1,2,48.6,41.9,0
8726,11.14,7,16.6,11,5,1,1,42.3,28.6,1
8727,11.89,13,23.8,4,1,0,1,53.6,36.8,1
8728,4.63,21,11.3,14,2,0,1,35.4,32.3,0
8729,1.95,34,4.7,23,6,1,2,48.4,38.7,0
8730,4.68,22,7.2,19,3,0,1,40.7,34.2,0
8731,3.07,19,5.9,22,2,1,2,34.7,24.9,0
8732,6.61,24,10.6,6,4,0,1,42.6,34.6,0
8733,4.85,26,8.8,19,2,1,2,55.5,39.8,1
8734,6.03,20,14.2,10,3,0,1,39.0,34.2,0
8735,9.28,15,21.2,4,3,0,1,43.2,36.2,0
8736,3.65,31,9.2,13,2,1,1,49.0,45.2,0
8737,6.68,14,17.3,1,6,0,2,38.5,31.3,0
8738,4.35,8,7.7,6,5,1,1,23.0,15.7,0
8739,9.53,13,15.2,0,4,0,0,37.1,28.2,0
8740,7.85,28,13.3,12,4,0,2,40.0,46.3,0
8741,0.6,7,0.9,9,1,1,0,29.5,7.9,1
8742,8.09,17,12.1,13,4,1,2,52.2,34.1,1
8743,2.46,6,3.6,15,2,1,2,20.0,9.6,1
8744,8.83,32,14.3,10,1,1,1,57.7,46.3,1
8745,7.02,14,13.6,18,5,0,1,46.0,32.6,1
8746,5.12,12,10.9,23,5,0,0,34.7,22.9,1
8747,8.48,25,22.5,19,3,0,0,59.0,52.5,0
8748,10.35,33,15.3,23,0,0,1,54.4,48.3,0
8749,9.46,6,21.0,21,2,0,0,39.0,32.0,0
8750,6.77,31,16.8,4,2,0,1,53.7,47.8,0
8751,8.81,16,23.2,21,3,0,1,59.4,44.2,1
8752,5.26,10,12.1,10,5,0,1,30.1,22.1,0
8753,9.57,7,14.7,19,3,0,1,26.3,26.7,0
8754,10.03,18,14.7,21,3,0,0,47.7,37.7,0
8755,2.08,12,4.8,20,0,0,1,28.9,21.8,0
8756,3.24,12,5.0,22,3,0,0,22.0,17.0,0
8757,3.6,10,6.5,11,4,0,1,26.9,21.5,0
8758,2.41,9,5.3,5,0,0,1,19.8,14.3,0
8759,5.01,28,11.1,23,2,0,1,41.7,39.1,0
8760,2.72,16,5.6,13,6,0,2,39.2,26.6,1
8761,7.35,29,18.4,17,0,0,1,43.1,47.4,0
8762,1.67,21,2.9,8,3,0,1,29.8,23.9,0
8763,3.6,7,9.9,4,4,0,2,12.6,16.9,0
8764,8.15,17,12.3,9,1,0,1,30.4,29.3,0
8765,5.08,7,8.3,19,3,0,1,30.9,20.3,1
8766,5.35,14,11.4,0,4,0,1,28.6,25.4,0
8767,9.68,29,18.5,15,3,1,1,59.3,47.5,1
8768,11.82,14,23.9,17,5,0,0,44.2,37.9,0
8769,7.0,12,10.2,22,2,0,0,30.1,22.2,0
8770,1.41,9,2.7,3,3,1,1,30.0,11.7,1
8771,1.68,8,2.5,20,3,1,1,29.3,15.5,1
8772,11.64,11,18.7,16,0,0,2,35.4,29.7,0
8773,8.31,32,13.4,17,3,0,0,48.9,45.4,0
8774,9.15,20,15.3,1,4,1,2,49.1,35.3,1
8775,8.27,28,14.1,7,4,0,2,44.6,42.1,0
8776,2.57,9,5.3,8,3,0,1,20.1,14.3,0
8777,5.66,23,14.7,0,3,1,2,54.5,37.7,1
8778,9.68,29,18.4,20,5,0,2,56.6,52.4,0
